Urban,PCTGQTRS,HUNVFlag,Unemployment rate; Estimate; EDUCATIONAL ATTAINMENT 0 Some college or associate's degree,Total; Estimate; Some college no degree
1,0.0018808,0,1.5,21.2
1,0.0203956,0,4.9,18.9
1,0.0037703,0,3,20
1,0.0008843,0,2.4,22.8
1,0.0241951,0,4.1,16.6
1,0.0028549,0,7.1,24.3
1,0.0049628,0,4.7,16.2
1,0.0084061,0,8.2,22.8
1,0.011626,0,11.6,17.4
1,0.0050342,0,5.5,21.6
1,0.0027022,0,3.7,19.8
1,0.0434201,0,0,19.8
1,0.0005833,0,8.9,21.9
1,0.0092021,0,12.4,16.6
1,0.0031217,0,11.1,15.8
1,0.0015146,0,24,17.1
1,0.0001398,0,9.7,20
1,0.0014955,0,1.5,17.6
1,0.0049922,0,4.3,14.7
1,0.031315,0,9.4,14.5
1,0.0132068,0,0,13.9
1,0.0082981,0,6.2,9.1
1,0.0455575,0,0,12.1
1,0.0033647,0,3.6,14.9
1,0,0,7,22.7
1,0.0013269,0,7.9,20.4
1,0.0289702,0,5.5,20.7
1,0.0246235,0,1.4,26.9
1,0.0082905,0,3.9,24.6
1,0.0017298,0,3.8,29.3
1,0.0055,0,10.8,25.6
1,0.0042481,0,0,26.3
1,0.001173,0,9,31.1
1,0,0,15.3,15.6
1,0.000784,0,3.7,18.4
1,0.0036921,0,6.4,23.7
1,0.0101553,0,5.2,21.1
1,0.0053998,0,11.9,20
1,0.001182,0,9.1,19.7
1,0.024398,1,5,24.5
1,0.0091785,0,11.7,27.3
1,0.006742,0,4.2,25
1,0.0088263,0,14.5,25
1,0.0023399,0,1.9,31.9
1,0,0,0,21.3
1,0.0041134,1,5.4,22.8
1,0.0103265,0,4.4,31.6
1,0.0037212,0,7.4,19.8
1,0,0,1.7,19.7
1,0.0025082,0,2.2,24.4
1,0,0,6.1,21.3
1,0.000558,0,5.2,23.4
1,0.0039655,0,0,23.9
1,0,0,8.6,27.1
1,0.0016474,0,4.7,23.4
1,0.0088545,0,12,21.8
1,0,0,5.9,23
1,0,0,13.3,14.5
1,0,0,4,10.7
1,0.0130634,0,7.9,29.9
1,0.0030663,1,6,29.6
1,0.0086798,0,10.2,23.5
1,0,0,7.7,26.3
1,0,0,1.7,22.8
1,0.0003421,0,6.1,15.1
1,0,0,14.4,24.7
1,0.0008925,0,11.7,20.3
1,0.0030573,0,11.6,22.4
1,0.0024722,0,10.7,24.2
1,0,0,8.4,27.2
1,0,0,6.7,30.7
1,0.0055953,0,1,22.5
1,0.0024194,0,10.4,28.6
1,0.0016159,0,4.8,25.2
1,0.0063399,0,13.4,28.2
1,0,0,16,30.7
1,0.0025918,0,1.8,24.7
1,0.0358445,1,4.5,25.1
1,0.0029773,0,3.6,14.6
1,0,0,7,31.3
1,0,0,4.2,24.9
1,0.0234114,0,0,53.2
1,0.0047342,0,23.8,25.9
1,0,0,12.6,23.6
1,0.0017778,0,15.2,27.2
1,0.0524205,1,0,27.8
1,0.0004929,1,0,23.2
1,0,0,11.1,21.5
1,0.0006974,0,4.3,28.7
1,0,0,7.4,22.8
1,0.0009169,0,18,20.8
1,0.015821,0,3,22.6
1,0.0103254,0,5.8,25.2
1,0.0003265,0,3.8,26.5
1,0.0066556,0,0,30.3
1,0.001626,0,5.7,30.9
1,0.0011343,0,9.3,15.2
1,0.0163774,0,5.9,21.9
1,0.0056236,0,6.2,20
1,0.0350757,0,7.5,21
1,0.0178047,1,3.8,19.9
1,0.0001736,0,12.8,16.7
1,0.0006687,0,19.1,25.7
1,0.0010437,0,16.4,21.9
1,0.002204,0,2.2,20
1,0.0013102,0,10.1,27.9
1,0.000822,0,4.2,27.5
1,0.0006716,0,4.4,30.9
1,0.0018785,0,7.4,27
1,0.0012758,0,0,27.9
1,0,0,0,18.7
1,0,0,4.1,20.9
1,0,0,5.4,21.5
1,0,0,5.3,22.6
1,0.0152452,0,4.4,20.7
1,0,0,2,20.2
1,0.0021947,1,0,22.9
1,0.0413863,0,6.6,27.3
1,0.0008455,0,6.5,26.2
1,0.0022491,0,5.8,25.5
1,0.0439907,1,3.6,29.6
1,0.0019569,0,1.9,24.9
1,0.0135382,0,0,15.9
1,0.0013875,0,2.6,27.7
1,0.0038556,0,10.9,28.7
1,0.001046,0,10.2,19.8
1,0.0755712,0,11.3,21.1
1,0.0010356,0,4.8,33.8
1,0,0,3.5,19.4
1,0.0042008,0,2.4,24.4
1,0,0,11.4,25.3
1,0,0,0,9.4
1,0.0028064,0,3,29.6
1,0.0253801,0,12.3,19.9
1,0.0044502,0,8.4,20.1
1,0.0022292,0,3.7,31.2
1,0.0043096,0,8.3,22
1,0.0074208,0,2.6,27.9
1,0.0088899,0,4.2,19.9
1,0.0016152,0,4.7,26.9
1,0.0331563,0,8,15.9
1,0.0081103,1,11.4,17.5
1,0.0103045,0,7.7,17.4
1,0.0113342,0,5.5,21.3
1,0.0016571,0,0,18.5
1,0.0013072,0,21.2,10.4
1,0.0072822,0,11.6,21.3
1,0.5263158,0,0,0
0,0,0,0,0
0,0,0,19.5,22.3
0,0,0,0,27
1,0,0,6.5,22.9
1,0.0225071,0,0,15
0,0,0,7.3,32.2
1,0.0238938,1,4,25.5
1,0.0474401,0,13.7,31.4
1,0.0144287,0,14,31.7
0,0.0052101,0,4.8,27.3
1,0.0014623,0,3.2,29
1,0.0011576,0,4.5,25.6
1,0.0040172,1,6.7,27.9
1,0.0039363,0,3,23.1
1,0.0022314,0,0,23
1,0.0004648,0,2,20.3
1,0.0075222,0,4.4,25.4
1,0,0,10,20.8
1,0.0160112,0,5.9,28.6
1,0.0924891,0,2.4,28.9
1,0.0079235,0,10.4,31.2
1,0.0055574,0,19,23.7
1,0.0009622,0,7.6,25.9
1,0,0,7.3,28.8
1,0.0020034,0,9.7,39.6
1,0.0345489,1,21.7,20
1,0.0167015,0,9.8,31
1,0.0133655,0,9.7,26.2
1,0,0,16,22.7
1,0.0008074,0,2,29.9
1,0,0,10.5,21
1,0.0018344,0,9,31.6
1,0,0,0,24.8
1,0,0,0,28.9
1,0,0,1.6,21.6
1,0.0057702,0,5.4,25.3
1,0.0010128,0,0,33.9
1,0,0,12.9,34.1
1,0.0005267,0,0,27.7
1,0.0022422,0,5.1,33.9
1,0,0,4,35.9
1,0.0353152,0,5.3,23.6
1,0,0,10.8,27.5
1,0.0009463,0,5.6,22.8
1,0.003723,0,2.3,28.9
1,0.0031211,0,4.2,24.4
1,0,0,0,34.7
1,0.0352003,0,7.2,19.2
1,0.002448,0,4.1,28.9
0,0.0088638,0,1.8,39.2
0,0.0030149,0,7.1,26
1,0.0251256,0,7.5,20.2
1,0.0074184,1,8.7,23.1
1,0,0,6.2,20.9
1,0.0154286,1,8.9,29.3
1,0.1344706,0,2.2,32
1,0.0146314,0,8.4,37.1
1,0.0290174,1,31.2,22.2
0,0.0082252,0,9.5,25.6
1,0.0174701,0,5.1,22.4
1,0.0366455,0,2.6,31.5
0,0.0437909,0,6.8,33.5
1,0.012573,0,5.9,40.9
0,0.0020059,0,8.9,26.3
0,0,0,7.7,35.8
0,0.0163599,0,4.5,39.3
0,0.0518433,0,37.1,29.3
0,0,0,0,6.3
0,0.0077008,0,0,29.5
0,0,0,0,33.5
1,0.0034122,0,1.6,24.5
1,0,0,1.5,20.9
1,0.0057851,0,8.7,27.1
1,0.0016204,0,6.8,23
1,0,0,7.2,24.1
1,0,0,7.1,16.8
1,0,0,6.1,17.5
1,0.0002016,0,4.4,21.8
1,0,0,10.7,34.8
1,0.0013396,0,3.9,37.1
1,0,0,5,25.9
1,0,0,13.8,30.2
1,0,0,10.5,24.7
1,0.0079828,0,5.5,33.9
1,0,0,2.3,42.8
0,0,0,0,0
0,0.0434545,1,1.8,38.8
0,0.0005423,0,14.2,27.7
0,0,0,0,38.6
0,0.005042,0,10.1,32.7
0,0,1,2,27.4
0,0.0060578,0,27.4,24.3
0,0,0,0,35.5
1,0,0,0,12.4
1,0.0109264,0,0,6.3
1,0,0,8.9,22.4
1,0.0183466,0,5.7,18.6
1,0.2961975,0,20.8,22.2
1,0.0132523,1,11.8,10.2
1,0.0107949,0,17.2,16.2
1,0.0558559,0,0,9.6
1,0,0,5,12.3
1,0.0036197,0,8.9,21.2
1,0.0106545,0,7.2,29.7
1,0.0453324,0,0,17.6
1,0.013219,0,3,28.9
1,0.0044457,0,9.3,27.3
1,0,0,6.8,29
1,0.0254358,0,9.5,21.3
1,0,0,4.5,16.8
1,0.0359948,0,7.8,28.2
1,0.0202094,0,7.4,29.2
1,0,0,6.8,12
1,0.0025366,1,17.3,28.1
1,0.0352869,0,12,30
1,0.1430892,1,0,26.9
1,0.0149626,0,13.9,25.6
1,0.0072893,0,11.7,12.1
1,0.0387655,0,4.7,25.3
1,0.0033979,0,17.3,24.3
1,0.0016757,0,16.6,23.6
1,0.0074772,0,5.8,23.3
1,0.0018925,1,10.4,25
1,0.0107301,0,13.1,14.5
1,0.0293736,0,12.9,18.7
1,0,0,4.8,24.3
1,0.0092166,0,11.8,30
1,0.0002758,0,13.6,12.5
1,0.0061895,0,32.5,18.1
1,0.0252005,0,26.6,15.2
1,0.0053366,0,7.1,27.7
1,0.0024669,0,0,20.1
1,0.0295928,0,9.7,20.4
1,0.0024134,0,4.1,18
1,0.0003022,0,8.9,19.2
1,0.0082197,0,12.2,20.6
1,0.003344,0,13.3,20.1
1,0.010803,0,12.2,11.6
1,0,1,14.8,25.2
1,0.0004209,0,0,9.2
1,0.0018047,0,11.4,23.5
1,0,0,22.6,17.1
1,0.0063082,0,12.2,14.7
1,0.0010733,0,2.5,24.7
1,0,0,1.8,18.4
1,0,0,6.5,28.3
1,0,0,0.9,20.8
1,0,0,6.5,32
1,0,0,4.6,23.8
1,0.0048932,0,10.8,20.8
1,0.0014567,0,6.6,23.7
1,0.0147482,0,1.4,37
1,0.0020033,0,0,23.6
1,0.0014745,0,0,22.9
1,0,0,4.9,27.9
1,0,0,6.7,20.3
1,0.0022989,0,5.6,28.1
1,0.0008224,0,12,27.2
1,0,0,6.6,32.7
1,0,0,19.8,24.6
1,0.0038551,0,11.6,29.2
1,0,0,5.4,25.6
1,0.0009208,0,11,26.7
1,0.1126984,0,4.3,24.9
1,0.019802,0,6,14.2
1,0.0281806,0,9.2,25.4
1,0,0,9,15.2
1,0.0015097,0,5.9,19
1,0,0,15.3,29.1
1,0,0,5.7,29
1,0.0221833,0,33.2,22
1,0.0031063,0,4.5,21.6
1,0.0660619,0,4.7,19.6
1,0,0,14.2,12.9
1,0.0002821,0,25.6,17.8
1,0.0034552,0,9.8,19.4
1,0.0109226,0,12.9,16.8
1,0.0025335,0,17,26.6
1,0.0048322,0,10.8,27.2
1,0.003418,0,8.1,27.2
1,0,0,8.1,32.4
1,0.0044597,0,4.2,17.5
1,0.0077172,0,7.1,25.9
1,0.0018794,0,10.6,23.4
1,0,0,0,5.2
1,0,0,17.7,19.4
1,0.002265,0,2,31.1
1,0.0267901,0,14.7,9.6
1,0.0008026,0,9.6,19.2
1,0.0024059,0,7.6,23.9
1,0,0,8.6,14.7
1,0,0,29.8,12.9
1,0.0010811,0,5.1,26.7
1,0,0,1.2,19.4
1,0.0010347,0,8.8,30.1
1,0,0,4.6,36.4
1,0.0070833,0,0,36.6
1,0.0211617,0,3.8,28.5
1,0.0047995,1,5.8,34.1
1,0.0030009,0,1.1,28.6
1,0,0,5.1,26.2
1,0.0238877,0,2.2,16.1
1,0.0043878,0,21.3,21.6
1,0,0,6.8,31.1
1,0,0,6.8,18
1,0.0024048,0,8.7,27.6
1,0,0,7.2,26.5
1,0.0004874,0,2.2,29.5
1,0,0,5.5,22.9
1,0,0,14.4,29
1,0.0190045,0,5.7,32.2
1,0.0151659,0,12.4,32.2
1,0.003528,0,6,30.5
0,0,0,10.2,26.3
1,0.0049421,0,2.7,23.7
1,0.0067425,0,20.8,20.5
1,0.0033973,0,16.9,15
1,0.0025633,0,3.1,25.8
1,0.00048,0,6.8,27.1
1,0.0015215,0,5.4,25.3
1,0.0017794,0,6.9,27.6
1,0,0,2.2,26.3
1,0.0016821,0,0,22.9
1,0.1751474,0,2.5,30.3
1,0.089267,0,5.8,19.7
1,0.0014865,0,6.7,25.3
1,0.0021459,0,12.1,21.4
0,0.00095,0,2.1,23.1
1,0.0042117,0,8.8,28.1
1,0.0033913,0,7.8,24
0,0.0163305,0,0,22.9
1,0.0039749,0,11.2,32.4
1,0.0063866,0,1.8,32.2
1,0,0,11.5,40.6
1,0,0,14.3,24.8
1,0.0024096,0,3.4,33.4
1,0.0064378,0,0,31.8
1,0.0038071,0,10.3,34.9
1,0,0,16.4,23.9
1,0,0,1.2,25
1,0.0059055,0,8.8,14.9
0,0.0015598,0,2.5,30.1
1,0,0,14.9,10.1
1,0.0016872,0,10.9,33.2
1,0.004989,0,14.4,23.9
1,0,0,29.9,17.2
1,0.013467,0,13,20.5
1,0.001981,0,10.3,20.2
1,0.0036276,0,11.8,26.2
1,0,0,0,27.1
1,0.0136135,0,4.3,25.1
1,0.0085308,1,15,27.4
1,0.0036813,0,8.3,13.4
1,0.0023941,0,2.7,26
1,0.0030506,0,11.9,25.1
1,0.0027248,0,6.3,24.7
1,0.0023447,0,27.5,21.7
1,0,1,8.2,16
1,0.0044697,0,23,20.1
1,0.0005247,0,19.7,20.7
1,0.0114693,0,7.7,16
1,0,0,8.1,27.8
1,0.0030584,0,9.5,19
1,0,0,6.3,19.1
1,0.0019479,0,2,27.5
0,0,0,10.6,25.2
1,0,0,0,24.4
1,0.0009532,0,8.5,16.8
1,0.0032876,0,9.4,35.4
1,0.0042813,0,7.3,23.4
1,0.0024213,1,7.3,31.2
1,0.0003096,0,14.6,28.3
0,0.0005467,0,2.9,30
1,0,0,3.9,26.4
1,0.0011813,0,9,26
0,0.000398,0,6.9,29.9
0,0.0015787,0,13.3,23.7
1,0.0021794,1,5.2,21.7
1,0,0,7.5,24.6
0,0,0,23.9,23.2
1,0.0357458,0,21.2,28.9
1,0.0002178,1,10.2,32.4
1,0.0018734,0,9.1,21
1,0.0010402,0,12,29
1,0.001168,0,8.3,32.2
1,0.0018895,0,10.6,25.6
0,0.0029155,0,15.1,29.8
1,0,0,4.1,29.8
1,0.001409,0,6.4,22.4
1,0,1,26.9,32.9
1,0,0,0,35.9
1,0.0023629,0,8.4,30.3
1,0,0,17.9,30.4
1,0.0040258,0,0,27.6
0,0.0006502,0,12.4,29.8
1,0.0032397,0,14.2,14
1,0.0101557,0,2.6,19.9
0,0.0018256,1,37.2,16.5
0,0.0010457,0,11.6,22
0,0.0202096,1,14.4,12.7
0,0.0543537,1,8.8,15.5
1,0,1,23.9,25
0,0.0003961,0,1.3,24.1
1,0.025303,1,12.7,17.2
1,0,0,9.8,34.4
1,0.0014831,0,10.6,26.9
1,0,0,8.2,27.6
1,0,0,7.5,32.5
1,0.0007889,0,0,24.9
1,0.0005468,0,4.6,31.3
1,0.000154,1,14.5,26.5
1,0.0030647,0,20.2,34.5
1,0,0,5.1,24.4
1,0.0050065,0,10.9,31.5
1,0,0,8.8,36.7
1,0.0018437,0,5.3,33.6
1,0.0148491,0,11.6,27.7
1,0,0,4.6,30.7
0,0.0008017,0,4.3,28.5
0,0.0061837,0,9.5,36.9
1,0,0,7.1,27.7
1,0.0006136,0,8.8,31.8
1,0.0004155,0,0,26.7
1,0.000508,0,4.1,19.5
1,0.128649,0,7.6,32.9
1,0,0,6.7,28.7
1,0,0,9.9,30.8
1,0,0,0.2,25.6
1,0.0065855,0,10.7,26.8
1,0,0,3.4,36.3
0,0.0028433,0,6.3,23.9
1,0,0,1.6,30.4
1,0,0,5.9,30.3
1,0.0016281,0,4.4,31.5
1,0,0,8.8,32.2
1,0,0,7.3,21.4
1,0.0008014,1,5.1,25.3
1,0.0022901,0,3.4,30.1
0,0.0018087,0,12.1,27.8
1,0,0,2.3,26.2
1,0,0,14.1,31
1,0,0,3.1,25.2
0,0,0,8.6,22.2
1,0.0222519,0,8.8,30.8
0,0.0039613,0,15.6,26.1
1,0.0011018,0,7.2,34.5
1,0.0263965,0,9.6,26.1
1,0.000361,0,12.4,27.1
1,0.033564,0,0,25
1,0.0108974,0,18.3,24.8
1,0.0022075,0,3.1,34.4
1,0.0126877,0,17.7,24.7
1,0.0011416,0,13.1,26.5
1,0.0044065,0,9.8,30.6
1,0,0,6.7,35.8
1,0.0196607,0,8.5,29.2
1,0,0,3.5,29.1
1,0.0207218,0,9.1,17.9
1,0.0024587,0,7,21.1
1,0,0,23.5,36
1,0.0002371,1,11.2,26.2
1,0.01143,1,19.5,23.8
1,0.0010332,0,9.1,34.4
1,0,1,13.8,24.1
1,0.0001566,0,9.1,21.8
1,0.0114925,1,12.2,24.4
1,0.002994,1,11.4,25.4
1,0.0072308,0,13.9,21
1,0,1,10.9,28.6
1,0.0036645,0,11.8,33.2
1,0.0008804,0,12.7,34
1,0.0241953,1,18.5,17.2
1,0,0,15.1,20.6
1,0,1,20.3,21.8
1,0.0014168,0,5.3,27.9
1,0.0007737,0,17.2,28.1
1,0.0091869,1,4.7,27.2
1,0.0156713,1,1.3,25.1
1,0.0252073,0,14.6,31.1
1,0,0,3.1,29.8
0,0.0201186,0,6.8,27.7
1,0.0001849,1,11.1,28.5
0,0.0036866,1,9,27.2
1,0,0,0,27.5
1,0.0146138,0,1.7,25.7
1,0.0189987,0,4.2,15.9
1,0,0,21.7,23.8
1,0,0,4.4,25.8
0,0.0014239,0,5.2,27.7
1,0.0217018,0,6.9,21.8
1,0.0587956,0,0,15.4
1,0,0,0,22
1,0.0605421,0,0,25.6
1,0.0414535,1,0,19.1
0,0.010578,0,5.6,23.5
1,0.0017541,1,4.9,17.5
1,0.1912442,0,10.7,19.3
0,0.0184947,0,14.4,33.6
0,0.0086324,0,12,24.3
0,0.1532258,0,8.3,19.9
0,0.0469146,0,0,24.3
1,0.0046303,1,4.3,27.1
1,0.005179,0,6,16.8
1,0.0030465,0,14.2,14.6
1,0.0096419,0,7.6,25.1
1,0.0024876,0,0,19.7
1,0.0001514,0,12.7,27.4
1,0.0298696,0,0,26.1
1,0.0021024,1,7,26.8
0,0.0011737,0,0,29.6
0,0,0,13.9,20.6
1,0.0123052,1,7,24.5
1,0.0072239,1,23.2,24.1
1,0.0071759,0,17.1,24.5
1,0.0043723,1,0,18
1,0.0035063,0,0,39.4
1,0.0756681,1,14.2,25.5
1,0,0,13.5,17.6
1,0.0077193,0,15.6,18
1,0.0029394,0,16.7,28.4
1,0.0035318,0,22.2,29.8
1,0,0,0,25
1,0.001761,0,6.8,26.8
1,0.0048106,0,0,11.4
1,0,0,9.3,36.9
1,0.0023116,0,15.1,14.8
1,0,0,6.8,22.7
1,0,0,8.5,27.1
1,0.0122112,1,5,30.4
1,0,1,8.2,29.9
1,0.0046709,0,21.3,36.4
1,0.0042931,1,12.8,25.7
1,0.0113416,0,8.6,29.3
1,0.0040161,0,0,17.6
1,0.0132298,0,6.7,23.9
1,0.0055734,0,0,19
1,0.0013154,0,0,26.6
1,0.010456,0,20.2,33.2
1,0,1,1.7,29.9
1,0,0,4.9,22.8
1,0.0416846,0,8.1,23.1
1,0.006195,0,2,28.1
1,0,1,8.4,26.7
1,0,0,7.8,31.4
1,0.0391198,0,2.4,26.5
1,0,0,5.3,30.1
1,0,0,7.3,26.8
1,0.0015472,0,0,32.3
1,0,0,7,27.6
1,0,0,5.9,37.8
1,0.0035273,0,5,21.5
1,0,1,0,23.2
1,0.0039132,0,0,29.3
1,0,1,2.5,33.2
1,0.0009163,0,2,31.5
1,0,0,0,23.3
1,0.0025467,0,0,24.4
0,0,0,0,46.5
1,0.0003315,0,0,20.2
1,0.0141604,0,7.9,16.1
1,0,1,12.2,21.3
1,0,0,0,39.4
1,0,0,5.4,14.6
1,0.0026558,0,1.9,28.1
1,0.0049325,1,1.1,25.2
1,0,0,6.7,32.9
1,0,0,9.1,22.3
1,0.0050157,0,25.1,40.6
1,0,0,3.4,33.4
1,0,0,0,24
0,0,0,0,14.2
1,0,0,12.1,31.2
1,0,0,10.1,12.8
1,0,0,0,7.1
1,0.0016138,0,7.4,27.2
1,0.0808264,0,4.8,16.9
1,0.0480769,0,4.7,6.8
0,0.0002191,0,18.2,11.7
0,0.0004742,1,21.8,11.1
0,0.0022388,0,7.9,24.4
1,0,0,10.1,24.4
0,0.0003401,1,0,10.3
1,0.0050806,0,10.3,6.7
1,0,0,8.8,9.4
1,0,0,7,9.7
1,0,0,8.5,13.1
1,0,0,16.6,12.2
0,0,0,3.7,24.9
1,0,0,0,22.5
1,0.046374,0,0,23.6
1,0.0141914,0,12,27.8
1,0.0218497,0,0,19.5
0,0,0,3.6,20.3
1,0.028608,0,7.6,27.5
1,0,0,6.8,30.4
1,0.0014311,0,7.6,19.4
1,0.0052843,0,16.4,26
1,0.5123423,1,5.7,12.3
1,0.8829787,0,0,20.5
1,0.0032328,0,6.4,30.8
0,0.0364701,1,23.5,15.5
1,0.0075412,0,3.1,22.2
0,0.0039158,0,26.6,17.9
0,0.0005718,0,9,20.3
1,0,0,32.4,26.9
0,0.0046656,0,0,29.6
1,0.0021531,0,2.8,27.7
1,0,0,6.3,27.1
1,0.001395,0,11.1,25.4
1,0.0016544,0,14.7,21.6
1,0.002896,0,2.9,23.3
1,0,0,17.1,25.2
1,0.0044678,0,6.3,32.6
1,0.0006715,0,10.9,18.9
1,0.0023033,0,5,31.5
1,0.0013298,0,1.2,25.8
0,0.0006716,0,0,31.8
1,0.0256502,1,9.9,11.7
1,0.0097547,0,12.3,33.8
1,0.0066239,0,9.8,31.7
1,0.0010607,0,2.1,30.5
1,0,1,7.1,28.3
1,0.0005781,0,7.8,28
1,0.0028655,0,3,25.5
1,0.0121168,0,7.7,31.3
1,0.0023072,0,5.2,31.8
1,0,0,7.7,20.6
1,0.001616,0,18.5,23.4
0,0.0023509,0,7.9,24.2
1,0.0438418,1,16.4,31.1
1,0,0,0,28.5
0,0,0,0,9.9
1,0.0189114,0,5,8.2
1,0,0,7.1,27.2
1,0.0046266,0,5.5,30.4
1,0.0022962,0,10.6,25.9
1,0,0,5,26.7
1,0.0015658,0,7.3,32
1,0.0005247,0,8.8,31.7
1,0,0,7.6,29.5
0,0,0,7.8,25.8
1,0,0,8.2,26.2
1,0.0276817,0,10.3,25.6
1,0,0,7.4,24.6
1,0,0,0,0
0,1,0,0,16.8
1,0.0005621,0,4,19.4
1,0.0134401,0,13.4,20.6
1,0.0022559,0,0,21.1
1,0.0079084,1,6,25.6
1,0.0126622,1,9.5,19
1,0.0784314,0,27.8,27.4
1,0.7640769,1,48.2,18.1
1,0.0322807,1,14.8,18.1
1,0.0078163,1,3.8,29.6
1,0.013241,0,9.3,30.5
1,0.022629,0,21.1,33.4
1,0.039335,0,9.2,29.6
1,0.033033,1,15,17.5
1,0.0003689,0,6.1,15.7
1,0.0012516,1,4.5,20.4
1,0.049936,0,19.5,27.2
1,0.0014435,0,10,22.4
1,0.0037879,0,7.6,15.9
1,0.0344973,0,7.6,21.9
1,0.0002498,1,20.3,19.1
1,0,0,8.4,14.2
1,0.0013677,0,1.8,15.8
1,0,0,0,15.9
1,0.0171657,0,1.3,22.6
1,0.0062075,0,12.8,31.9
1,0.006381,0,33.6,31.1
1,0,0,7.2,25.5
1,0.0009142,0,11.6,19.7
1,0,0,17.4,24.1
1,0.0030685,0,4.3,28.9
1,0.0124703,0,14.5,18.7
1,0.0303125,0,0,27.1
1,0.0021994,0,18.3,14.9
1,0,0,5.1,18.5
1,0.0031824,0,1.9,21.5
1,0,0,4.1,29.6
1,0,0,0,20.6
1,0.0127389,0,22.2,14.9
1,0.0009481,0,28.3,14.6
1,0.0053118,0,3.3,26.9
1,0.0124481,0,12.3,24.8
1,0.002954,0,2.9,24.8
1,0.0003286,0,2.1,18.7
1,0.032736,0,13.8,26.5
1,0.0024778,1,1.9,29.7
1,0.0002781,0,2.8,25.5
1,0.0023396,0,7.5,22.2
1,0.0317677,0,18.2,17.5
1,0.0103694,1,2.1,17.9
1,0,0,9.3,20.6
1,0.0229312,1,7.2,20.4
1,0.0083176,1,16.5,27.6
1,0.0245576,0,13.1,22.4
1,0.0009781,0,28.2,15
1,0.0399874,1,9.8,16.5
1,0.0485201,0,23.4,16.8
1,0.0084666,1,11.7,15.1
1,0.0045339,1,0,10.4
1,0.0002086,0,20.5,22.4
1,0.0014447,1,23.1,19.7
1,0.0001974,1,15.7,13.5
1,0.0033303,0,0,15.2
1,0.0048534,0,0,14.5
1,0.0023733,0,24,19.1
1,0.0044593,1,6.4,21
1,0.002819,1,9.3,24.6
1,0.0054626,0,8.9,19.8
1,0.0039104,0,12.2,22.8
1,0,0,8,26.8
1,0.0051807,0,13.5,20.6
1,0.0095481,0,10.6,25.9
1,0.0044903,0,2.8,16.3
1,0.0109351,0,5.4,23.6
1,0.4332237,1,4.8,10.5
1,0,0,14.8,22.9
1,0,0,12.9,27.6
1,0.074917,1,22.7,34.2
1,0.5990126,0,13.4,35.6
1,0,1,4,32.4
1,0,0,7.5,10.1
1,0.0108715,0,14.6,18.4
1,0.0020084,1,16.4,28.4
1,0,1,13.5,29.5
1,0.0097847,0,2.3,31.3
1,0.0502254,0,8.3,22.5
1,0,0,5,18.6
1,0.0058261,0,12.3,31.9
1,0.0821236,0,7.7,34.6
1,0.0044814,0,10.8,20.2
1,0.0081906,0,9.6,25.6
1,0,0,11.7,32.8
1,0,0,1.2,19.8
1,0.0011881,1,2.2,22.6
1,0.0076164,0,0,16.8
1,0,0,12.1,18.1
1,0.0699253,1,11,29.4
1,0,0,2.8,37
1,0.0041451,1,5,28.6
1,0.0045415,0,4.4,34.1
1,0.0107599,1,7.1,34
1,0.0094868,0,7.6,26
1,0.0049913,0,18.2,23.9
1,0.0019268,0,13.9,25.8
1,0.000159,1,14.7,31.5
1,0.0030564,1,19.4,25.7
1,0.0204704,0,6.8,24.2
1,0.0011221,1,2.1,18.3
1,0.0039174,1,11.5,22.6
1,0.0034058,0,17.2,25
1,0.0329749,0,2.4,23.5
1,0.0026455,1,10,22.8
1,0.0071093,0,20,10.3
1,0.0092379,1,7.4,27.9
1,0.0033837,0,6.8,15.9
1,0.0007965,0,1.4,22.2
1,0.0057879,0,11.3,25.5
1,0,1,14.1,34.5
1,0,1,19.1,25.4
1,0.000299,0,7,28.6
1,0,0,12.6,25.6
1,0.0008172,0,16.5,26.3
1,0,0,8.7,29.3
1,0,0,6.3,21.3
1,0,0,2.5,25
1,0,0,7.1,30.4
1,0,0,25.4,36.3
1,0,0,7.5,24.4
0,0,0,0,11.7
1,0,1,7.5,26.5
1,0,0,15,23.5
1,0,0,7.1,27
1,0.0019331,0,3.3,23.8
1,0,0,11.9,23.2
1,0,0,7.9,22.8
1,0.002214,0,6.6,19.7
1,0,0,1.2,26.4
0,0.0019366,0,6.1,31.4
1,0.0047483,0,12.5,25.5
1,0.0004449,0,8.4,28.1
1,0.0054127,0,10.5,28
1,0.043497,0,13,27.5
1,0.0027508,0,4,27.3
1,0.0039674,0,3.5,29.1
1,0.0056386,1,11.6,24.9
1,0.0016858,1,15.9,28.4
1,0.0020848,0,15.1,36.4
1,0.0052649,0,0,27.1
1,0.0012933,0,18.2,23.1
1,0.001328,0,10.2,35.9
1,0.0026658,0,4.4,31.8
1,0,0,2.7,30.2
1,0,0,17.3,27.8
1,0,1,9.1,27.9
1,0,0,3.2,41.5
1,0.0030702,0,10.9,33.2
1,0.0043466,0,5.1,28.9
1,0.0014318,0,8.3,38.3
1,0.0019218,0,6.1,37.7
1,0.0017884,0,6.2,32.8
1,0.0011905,0,0,29
1,0.0010449,0,5.6,28.6
1,0.0110433,1,10.9,27.8
1,0.0012215,0,16.9,35.5
1,0.0608569,0,0,28.4
1,0.0003117,0,9.7,25.5
